pattern,support,sequences
"[3, 8, 6, 13]",4,"[3, 5, 7, 8]"
"[4, 8, 17, 1]",3,"[0, 5, 8]"
"[6, 9, 11, 4]",3,"[0, 1, 6]"
"[5, 9, 12, 4]",3,"[0, 4, 5]"
"[8, 12, 4, 6]",3,"[1, 4, 5]"
"[12, 11, 4, 3]",4,"[0, 3, 5, 6]"
"[6, 13, 3, 8]",4,"[0, 4, 5, 6]"
"[1, 10, 6, 13]",3,"[0, 4, 8]"
"[3, 7, 10, 9]",3,"[0, 5, 6]"
"[6, 13, 3, 7]",3,"[3, 5, 8]"
"[0, 10, 6, 13]",3,"[1, 5, 7]"
"[6, 9, 10, 4]",5,"[0, 3, 4, 8, 9]"
"[10, 9, 10, 0]",3,"[4, 5, 9]"
"[8, 3, 8, 10]",3,"[0, 2, 4]"
"[3, 8, 17, 1]",3,"[0, 8, 9]"
"[12, 6, 2, 9]",3,"[0, 1, 4]"
"[4, 5, 8, 12]",4,"[0, 1, 4, 6]"
"[8, 12, 4, 5]",3,"[1, 5, 6]"
"[10, 6, 13, 0]",3,"[2, 4, 6]"
"[8, 10, 4, 7]",4,"[0, 1, 4, 5]"
"[10, 6, 2, 11]",4,"[1, 4, 5, 8]"
"[9, 1, 6, 13]",3,"[0, 3, 8]"
"[2, 11, 10, 6]",4,"[0, 1, 5, 8]"
"[5, 8, 12, 4]",3,"[4, 5, 6]"
"[12, 4, 5, 8]",5,"[0, 3, 5, 6, 7]"
"[0, 3, 17, 9]",3,"[0, 2, 4]"
"[11, 6, 2, 10]",4,"[1, 3, 5, 8]"
"[0, 9, 10, 9]",3,"[1, 3, 4]"
"[3, 0, 8, 17]",3,"[4, 6, 9]"
"[1, 12, 11, 4]",3,"[0, 5, 6]"
"[4, 8, 12, 4]",3,"[1, 5, 8]"
"[6, 13, 4, 5]",5,"[0, 1, 3, 6, 8]"
"[0, 3, 8, 17]",4,"[5, 6, 8, 9]"
"[2, 6, 9, 11]",3,"[0, 6, 8]"
"[9, 11, 6, 2]",5,"[1, 4, 5, 8, 9]"
"[5, 11, 4, 8]",3,"[1, 5, 8]"
"[8, 10, 9, 1]",3,"[5, 6, 9]"
"[4, 1, 0, 23]",3,"[4, 5, 9]"
"[6, 13, 5, 4]",5,"[0, 1, 2, 8, 9]"
"[3, 0, 23, 2]",3,"[1, 4, 5]"
"[13, 3, 0, 12]",3,"[2, 4, 6]"
"[5, 3, 8, 12]",3,"[0, 5, 6]"
"[17, 9, 0, 2]",3,"[0, 5, 6]"
"[6, 2, 9, 11]",3,"[0, 1, 8]"
"[3, 8, 17, 0]",3,"[0, 5, 6]"
"[11, 12, 4, 1]",3,"[4, 5, 8]"
"[7, 10, 9, 1]",6,"[0, 1, 5, 6, 7, 8]"
"[3, 8, 10, 6]",5,"[0, 4, 6, 8, 9]"
"[2, 6, 9, 10]",3,"[3, 4, 5]"
"[12, 6, 2, 7]",3,"[0, 1, 3]"
"[3, 0, 8, 16]",3,"[0, 2, 8]"
"[0, 8, 10, 9]",4,"[0, 4, 5, 8]"
"[10, 9, 1, 7]",3,"[2, 4, 5]"
"[8, 17, 0, 2]",4,"[0, 4, 6, 9]"
"[1, 7, 10, 9]",4,"[0, 5, 7, 8]"
"[6, 7, 10, 4]",5,"[1, 3, 4, 6, 8]"
"[9, 11, 4, 3]",3,"[0, 5, 7]"
"[10, 6, 2, 9]",3,"[3, 4, 5]"
"[4, 6, 13, 4]",3,"[0, 1, 5]"
"[11, 6, 7, 3]",3,"[4, 6, 9]"
"[6, 13, 3, 5]",4,"[0, 4, 5, 8]"
"[2, 10, 6, 9]",3,"[0, 5, 8]"
"[11, 6, 9, 1]",3,"[0, 2, 5]"
"[9, 11, 4, 2]",4,"[4, 5, 7, 9]"
"[17, 1, 0, 8]",3,"[0, 1, 8]"
"[11, 4, 3, 8]",3,"[0, 5, 9]"
"[10, 4, 5, 7]",3,"[1, 4, 5]"
"[5, 9, 11, 1]",3,"[1, 4, 5]"
"[9, 1, 12, 4]",4,"[0, 3, 5, 6]"
"[5, 2, 9, 10]",3,"[0, 5, 9]"
"[4, 6, 13, 3]",3,"[0, 3, 4]"
"[6, 7, 0, 13]",3,"[4, 5, 6]"
"[8, 10, 6, 2]",4,"[4, 5, 8, 9]"
"[18, 7, 1, 0]",3,"[0, 7, 8]"
"[4, 5, 8, 9]",4,"[0, 3, 4, 5]"
"[12, 6, 2, 6]",4,"[0, 5, 8, 9]"
"[10, 6, 9, 1]",3,"[0, 3, 6]"
"[9, 10, 7, 0]",3,"[3, 5, 8]"
"[23, 2, 1, 0]",4,"[4, 5, 8, 9]"
"[1, 11, 10, 4]",3,"[0, 4, 5]"
"[10, 6, 7, 3]",3,"[0, 5, 8]"
"[12, 4, 7, 3]",4,"[3, 4, 5, 7]"
"[5, 12, 4, 5]",5,"[0, 3, 5, 6, 9]"
"[5, 4, 5, 12]",3,"[4, 5, 9]"
"[5, 3, 8, 10]",4,"[0, 6, 8, 9]"
"[2, 8, 12, 4]",3,"[2, 5, 8]"
"[11, 4, 8, 3]",3,"[3, 4, 5]"
"[4, 8, 10, 4]",3,"[1, 2, 8]"
"[1, 8, 12, 4]",5,"[4, 5, 6, 7, 9]"
"[5, 3, 8, 9]",3,"[0, 1, 4]"
"[0, 8, 17, 0]",3,"[0, 4, 9]"
"[8, 9, 1, 7]",3,"[2, 3, 6]"
"[13, 4, 7, 1]",3,"[0, 4, 6]"
"[6, 7, 1, 11]",3,"[1, 4, 8]"
"[7, 1, 7, 10]",3,"[4, 5, 8]"
"[1, 0, 13, 11]",4,"[0, 4, 5, 8]"
"[3, 6, 13, 3]",3,"[0, 2, 5]"
"[6, 2, 8, 9]",3,"[2, 8, 9]"
"[3, 8, 10, 4]",3,"[3, 5, 9]"
"[8, 3, 5, 9]",3,"[3, 5, 8]"
"[12, 6, 7, 0]",3,"[3, 4, 5]"
"[9, 12, 4, 0]",3,"[0, 5, 6]"
"[0, 6, 13, 6]",3,"[0, 4, 6]"
"[7, 10, 6, 2]",4,"[0, 4, 6, 8]"
"[10, 9, 1, 5]",3,"[5, 6, 7]"
"[10, 9, 0, 6]",3,"[3, 5, 9]"
"[7, 0, 8, 10]",3,"[4, 5, 7]"
"[7, 8, 9, 1]",3,"[3, 4, 5]"
"[11, 4, 7, 3]",3,"[1, 5, 8]"
"[14, 0, 2, 9]",4,"[1, 3, 5, 7]"
"[0, 23, 2, 0]",3,"[1, 4, 9]"
"[9, 10, 6, 0]",3,"[0, 3, 6]"
"[11, 6, 2, 6]",4,"[0, 4, 8, 9]"
"[3, 5, 8, 9]",3,"[0, 3, 8]"
"[6, 13, 4, 2]",3,"[0, 5, 9]"
"[7, 1, 12, 4]",5,"[0, 1, 3, 6, 7]"
"[11, 6, 7, 0]",4,"[0, 5, 8, 9]"
"[10, 4, 3, 7]",3,"[0, 3, 5]"
"[1, 6, 13, 4]",4,"[0, 2, 3, 4]"
"[1, 12, 4, 7]",3,"[2, 4, 7]"
"[0, 11, 6, 7]",3,"[0, 1, 4]"
"[1, 2, 11, 10]",4,"[1, 4, 5, 8]"
"[1, 0, 12, 11]",5,"[0, 1, 3, 4, 6]"
"[10, 6, 7, 1]",3,"[1, 4, 8]"
"[7, 10, 4, 3]",5,"[1, 3, 5, 7, 9]"
"[0, 8, 10, 6]",4,"[0, 1, 5, 8]"
"[9, 11, 4, 0]",5,"[0, 1, 3, 6, 8]"
"[11, 4, 5, 4]",3,"[3, 4, 5]"
"[0, 6, 13, 5]",4,"[0, 2, 3, 4]"
"[6, 2, 10, 6]",4,"[1, 3, 4, 8]"
"[1, 3, 8, 12]",3,"[0, 3, 6]"
"[0, 5, 10, 9]",4,"[0, 4, 5, 6]"
"[5, 2, 11, 6]",3,"[0, 8, 9]"
"[9, 3, 0, 12]",3,"[5, 6, 9]"
"[5, 0, 6, 13]",3,"[3, 5, 9]"
"[1, 7, 10, 6]",4,"[1, 3, 4, 6]"
"[8, 0, 12, 4]",3,"[2, 4, 5]"
"[12, 4, 0, 8]",3,"[0, 5, 6]"
"[0, 12, 5, 7]",3,"[0, 1, 3]"
"[10, 4, 7, 3]",3,"[0, 3, 5]"
"[0, 3, 7, 14]",3,"[3, 4, 5]"
"[5, 11, 6, 2]",4,"[1, 4, 8, 9]"
"[0, 1, 0, 23]",3,"[1, 4, 8]"
"[6, 13, 5, 0]",4,"[2, 3, 5, 6]"
"[3, 2, 6, 13]",3,"[2, 4, 5]"
"[12, 11, 1, 0]",3,"[4, 5, 6]"
"[2, 8, 10, 4]",3,"[1, 4, 5]"
"[2, 10, 4, 8]",3,"[1, 5, 9]"
"[12, 4, 7, 0]",4,"[2, 3, 6, 8]"
"[6, 13, 1, 3]",4,"[0, 1, 6, 8]"
"[9, 11, 1, 2]",3,"[0, 3, 4]"
"[0, 2, 11, 10]",3,"[0, 4, 7]"
"[8, 12, 1, 2]",3,"[0, 2, 7]"
"[0, 5, 8, 10]",3,"[0, 1, 4]"
"[6, 9, 1, 7]",3,"[1, 3, 8]"
"[5, 8, 9, 1]",4,"[0, 3, 4, 8]"
"[9, 11, 0, 3]",3,"[2, 4, 5]"
"[5, 4, 10, 4]",3,"[3, 5, 7]"
"[13, 9, 1, 0]",3,"[0, 5, 8]"
"[5, 11, 4, 3]",3,"[5, 7, 8]"
"[3, 0, 3, 17]",3,"[4, 6, 8]"
"[0, 8, 9, 6]",3,"[0, 1, 9]"
"[1, 2, 9, 11]",3,"[0, 5, 8]"
"[10, 4, 5, 4]",4,"[0, 1, 3, 5]"
"[5, 4, 5, 9]",3,"[2, 3, 5]"
"[4, 5, 10, 4]",4,"[1, 5, 6, 7]"
"[7, 1, 2, 13]",3,"[0, 5, 6]"
"[5, 8, 3, 7]",3,"[4, 5, 6]"
"[11, 4, 5, 3]",3,"[1, 4, 6]"
"[19, 2, 0, 2]",3,"[1, 2, 4]"
"[1, 0, 11, 10]",3,"[1, 4, 5]"
"[3, 8, 3, 8]",4,"[0, 2, 4, 5]"
"[0, 13, 5, 4]",4,"[0, 3, 5, 7]"
"[8, 0, 5, 9]",3,"[3, 4, 6]"
"[0, 5, 11, 6]",3,"[0, 8, 9]"
"[5, 10, 4, 3]",3,"[0, 3, 6]"
"[12, 4, 0, 6]",4,"[0, 3, 4, 5]"
"[5, 0, 5, 12]",3,"[3, 6, 9]"
"[7, 1, 2, 12]",3,"[2, 5, 6]"
"[2, 1, 6, 13]",4,"[0, 2, 4, 8]"
"[6, 2, 0, 14]",4,"[2, 5, 7, 8]"
"[12, 4, 1, 5]",5,"[0, 1, 4, 5, 6]"
"[10, 9, 3, 0]",4,"[0, 4, 5, 7]"
"[5, 3, 5, 9]",4,"[0, 3, 6, 7]"
"[9, 10, 3, 0]",3,"[1, 3, 4]"
"[14, 0, 8, 0]",3,"[1, 4, 5]"
"[13, 1, 7, 1]",3,"[0, 2, 6]"
"[0, 2, 6, 14]",4,"[4, 5, 7, 8]"
"[0, 8, 0, 14]",4,"[0, 2, 3, 4]"
"[10, 4, 5, 3]",4,"[1, 2, 3, 5]"
"[9, 1, 0, 12]",6,"[0, 3, 5, 6, 8, 9]"
"[3, 0, 9, 10]",3,"[1, 3, 6]"
"[10, 4, 0, 8]",5,"[1, 3, 4, 5, 8]"
"[5, 9, 1, 7]",3,"[3, 6, 9]"
"[9, 10, 1, 2]",4,"[0, 4, 5, 8]"
"[0, 6, 10, 6]",3,"[4, 6, 9]"
"[0, 3, 6, 13]",3,"[3, 5, 8]"
"[13, 1, 2, 6]",3,"[5, 6, 8]"
"[1, 7, 10, 4]",3,"[5, 6, 7]"
"[4, 0, 8, 9]",3,"[3, 4, 5]"
"[6, 13, 0, 2]",3,"[4, 5, 8]"
"[4, 2, 11, 4]",4,"[1, 4, 5, 9]"
"[5, 2, 10, 4]",3,"[0, 5, 7]"
"[1, 0, 3, 17]",3,"[0, 8, 9]"
"[8, 0, 2, 11]",3,"[2, 4, 8]"
"[1, 0, 9, 11]",4,"[2, 5, 6, 9]"
"[6, 7, 1, 7]",3,"[0, 1, 4]"
"[5, 8, 0, 8]",3,"[1, 2, 8]"
"[1, 10, 9, 1]",3,"[4, 6, 7]"
"[0, 3, 8, 10]",4,"[3, 4, 5, 8]"
"[8, 9, 1, 3]",3,"[0, 4, 9]"
"[4, 1, 12, 4]",6,"[1, 2, 4, 5, 6, 7]"
"[1, 2, 12, 6]",4,"[0, 2, 4, 5]"
"[0, 1, 8, 12]",3,"[4, 5, 6]"
"[17, 1, 3, 0]",3,"[0, 1, 8]"
"[2, 9, 10, 0]",3,"[3, 4, 8]"
"[0, 14, 0, 7]",3,"[1, 8, 9]"
"[5, 9, 3, 4]",3,"[3, 4, 5]"
"[7, 1, 0, 13]",4,"[0, 5, 7, 8]"
"[10, 4, 5, 2]",3,"[3, 4, 5]"
"[10, 4, 0, 7]",3,"[4, 6, 7]"
"[0, 8, 9, 4]",3,"[3, 6, 7]"
"[4, 5, 9, 3]",4,"[0, 2, 3, 5]"
"[9, 3, 4, 5]",3,"[0, 4, 5]"
"[2, 8, 3, 8]",3,"[2, 4, 7]"
"[2, 11, 6, 2]",5,"[0, 4, 5, 8, 9]"
"[12, 6, 2, 1]",4,"[0, 1, 4, 5]"
"[4, 0, 12, 5]",3,"[0, 4, 9]"
"[7, 10, 4, 0]",4,"[1, 4, 5, 6]"
"[6, 7, 3, 5]",3,"[0, 5, 6]"
"[2, 6, 13, 0]",4,"[3, 5, 6, 8]"
"[17, 1, 0, 2]",4,"[5, 6, 8, 9]"
"[1, 2, 8, 9]",3,"[3, 4, 9]"
"[3, 0, 5, 12]",3,"[3, 5, 7]"
"[12, 4, 1, 3]",3,"[4, 5, 9]"
"[6, 7, 3, 4]",3,"[3, 7, 9]"
"[1, 2, 6, 11]",4,"[1, 5, 7, 9]"
"[0, 2, 11, 7]",3,"[2, 7, 9]"
"[5, 7, 3, 5]",3,"[3, 5, 6]"
"[12, 4, 0, 4]",3,"[1, 4, 6]"
"[0, 8, 12, 0]",3,"[2, 3, 5]"
"[0, 12, 6, 2]",5,"[3, 4, 5, 7, 8]"
"[11, 6, 2, 1]",5,"[0, 4, 5, 8, 9]"
"[11, 4, 0, 5]",5,"[0, 3, 4, 6, 7]"
"[12, 6, 0, 2]",3,"[0, 6, 7]"
"[1, 6, 13, 0]",3,"[3, 4, 8]"
"[8, 3, 4, 5]",3,"[3, 4, 5]"
"[8, 0, 5, 7]",4,"[0, 3, 5, 6]"
"[13, 4, 3, 0]",3,"[4, 5, 7]"
"[4, 3, 5, 8]",3,"[0, 3, 5]"
"[2, 11, 6, 1]",3,"[4, 6, 8]"
"[8, 3, 5, 4]",3,"[0, 4, 6]"
"[4, 11, 4, 1]",3,"[0, 4, 6]"
"[4, 1, 11, 4]",3,"[0, 5, 7]"
"[2, 8, 9, 1]",4,"[2, 3, 5, 8]"
"[3, 1, 12, 4]",3,"[0, 3, 6]"
"[4, 7, 0, 9]",3,"[0, 2, 5]"
"[8, 9, 3, 0]",4,"[1, 4, 5, 9]"
"[17, 0, 2, 1]",3,"[4, 6, 9]"
"[10, 4, 5, 1]",4,"[1, 4, 5, 9]"
"[6, 7, 1, 6]",3,"[1, 4, 8]"
"[2, 12, 6, 0]",3,"[1, 4, 6]"
"[0, 8, 0, 12]",3,"[2, 4, 7]"
"[11, 6, 0, 3]",3,"[0, 3, 8]"
"[12, 0, 6, 2]",3,"[0, 1, 4]"
"[4, 5, 3, 8]",4,"[1, 5, 6, 9]"
"[3, 5, 4, 8]",3,"[0, 4, 5]"
"[6, 2, 9, 3]",4,"[0, 3, 7, 9]"
"[9, 1, 2, 8]",3,"[0, 3, 4]"
"[1, 12, 4, 3]",4,"[1, 3, 4, 5]"
"[7, 3, 5, 4]",3,"[0, 4, 5]"
"[4, 7, 0, 8]",3,"[5, 6, 8]"
"[0, 5, 10, 4]",3,"[1, 3, 5]"
"[0, 8, 0, 11]",3,"[4, 5, 9]"
"[1, 11, 4, 3]",3,"[0, 3, 7]"
"[3, 5, 4, 7]",4,"[0, 5, 6, 7]"
"[13, 1, 0, 5]",3,"[0, 4, 7]"
"[3, 5, 2, 9]",4,"[0, 3, 4, 9]"
"[13, 4, 0, 2]",3,"[1, 4, 5]"
"[0, 2, 9, 8]",3,"[0, 5, 7]"
"[8, 3, 8, 0]",3,"[2, 3, 8]"
"[0, 2, 7, 10]",3,"[3, 5, 9]"
"[2, 0, 11, 6]",3,"[1, 4, 5]"
"[8, 0, 2, 9]",3,"[4, 5, 8]"
"[3, 0, 13, 3]",3,"[0, 6, 7]"
"[2, 11, 6, 0]",3,"[2, 3, 8]"
"[2, 9, 3, 5]",3,"[0, 3, 9]"
"[1, 0, 13, 5]",3,"[0, 5, 7]"
"[7, 1, 3, 8]",3,"[0, 3, 6]"
"[0, 8, 10, 1]",3,"[5, 7, 8]"
"[2, 9, 1, 7]",4,"[0, 3, 4, 8]"
"[3, 5, 8, 3]",4,"[0, 3, 5, 9]"
"[4, 0, 11, 4]",3,"[3, 6, 7]"
"[10, 6, 0, 3]",3,"[0, 4, 6]"
"[0, 8, 11, 0]",3,"[1, 2, 3]"
"[7, 1, 0, 11]",4,"[2, 4, 5, 6]"
"[3, 5, 3, 8]",3,"[4, 5, 9]"
"[4, 3, 0, 12]",3,"[3, 5, 6]"
"[10, 6, 1, 2]",4,"[0, 4, 8, 9]"
"[0, 12, 4, 3]",4,"[5, 6, 8, 9]"
"[5, 0, 5, 9]",3,"[1, 3, 5]"
"[2, 0, 7, 10]",3,"[0, 4, 5]"
"[11, 6, 0, 2]",3,"[4, 5, 8]"
"[2, 1, 12, 4]",3,"[3, 5, 8]"
"[7, 0, 5, 7]",3,"[3, 5, 6]"
"[5, 4, 7, 3]",4,"[0, 3, 5, 6]"
"[2, 6, 2, 9]",5,"[1, 4, 5, 7, 9]"
"[3, 5, 7, 3]",3,"[5, 6, 8]"
"[7, 0, 3, 8]",3,"[0, 5, 7]"
"[3, 0, 11, 4]",6,"[0, 1, 3, 6, 7, 9]"
"[2, 12, 4, 0]",3,"[3, 4, 5]"
"[10, 4, 1, 3]",3,"[5, 6, 7]"
"[9, 0, 5, 4]",3,"[0, 4, 9]"
"[7, 1, 2, 8]",4,"[3, 4, 5, 9]"
"[0, 5, 4, 9]",4,"[0, 3, 4, 5]"
"[6, 2, 7, 3]",3,"[0, 4, 5]"
"[0, 12, 6, 0]",4,"[0, 5, 6, 7]"
"[3, 5, 3, 7]",3,"[0, 3, 5]"
"[0, 12, 0, 6]",3,"[0, 4, 5]"
"[0, 2, 5, 11]",3,"[3, 4, 5]"
"[4, 5, 4, 5]",3,"[0, 4, 5]"
"[9, 1, 8, 0]",3,"[1, 5, 8]"
"[1, 3, 5, 9]",3,"[3, 4, 7]"
"[6, 9, 1, 2]",3,"[0, 4, 5]"
"[1, 2, 6, 9]",3,"[0, 1, 4]"
"[11, 6, 0, 1]",4,"[0, 2, 4, 8]"
"[3, 0, 5, 10]",3,"[0, 4, 5]"
"[1, 0, 12, 5]",3,"[1, 3, 5]"
"[3, 5, 9, 1]",6,"[3, 5, 6, 7, 8, 9]"
"[0, 11, 4, 3]",3,"[0, 5, 6]"
"[0, 6, 2, 10]",6,"[0, 1, 2, 4, 5, 9]"
"[3, 0, 2, 13]",4,"[1, 3, 5, 7]"
"[4, 1, 2, 11]",3,"[4, 6, 9]"
"[4, 0, 2, 12]",3,"[4, 5, 6]"
"[6, 0, 5, 7]",4,"[0, 1, 5, 9]"
"[0, 1, 7, 10]",3,"[6, 7, 8]"
"[0, 13, 4, 1]",4,"[5, 6, 7, 9]"
"[9, 3, 0, 6]",3,"[4, 5, 9]"
"[5, 8, 0, 5]",5,"[0, 1, 3, 4, 8]"
"[1, 0, 13, 4]",4,"[4, 5, 6, 9]"
"[1, 3, 8, 6]",3,"[0, 3, 8]"
"[11, 4, 2, 1]",3,"[0, 7, 9]"
"[2, 10, 4, 2]",4,"[0, 1, 4, 5]"
"[7, 3, 8, 0]",3,"[2, 4, 6]"
"[0, 11, 6, 1]",3,"[4, 7, 9]"
"[11, 4, 0, 3]",4,"[0, 3, 5, 6]"
"[4, 3, 0, 11]",3,"[3, 5, 6]"
"[5, 0, 5, 8]",4,"[1, 2, 3, 4]"
"[7, 0, 8, 3]",3,"[2, 4, 6]"
"[0, 5, 2, 11]",4,"[0, 5, 8, 9]"
"[8, 3, 7, 0]",5,"[0, 2, 4, 5, 9]"
"[5, 4, 1, 7]",4,"[0, 5, 6, 9]"
"[5, 9, 3, 0]",3,"[4, 5, 7]"
"[6, 0, 3, 8]",3,"[4, 6, 8]"
"[5, 3, 4, 5]",3,"[0, 3, 5]"
"[9, 3, 0, 5]",3,"[4, 5, 7]"
"[5, 3, 5, 4]",3,"[0, 5, 7]"
"[14, 0, 3, 0]",5,"[0, 1, 4, 5, 7]"
"[2, 6, 2, 7]",4,"[0, 1, 5, 9]"
"[1, 11, 4, 1]",4,"[0, 5, 7, 8]"
"[4, 0, 6, 7]",6,"[0, 3, 5, 6, 7, 9]"
"[13, 1, 3, 0]",3,"[0, 6, 8]"
"[4, 5, 8, 0]",4,"[3, 5, 6, 7]"
"[4, 5, 7, 1]",3,"[0, 4, 7]"
"[6, 7, 1, 3]",4,"[1, 5, 7, 8]"
"[11, 1, 0, 5]",4,"[0, 4, 5, 9]"
"[10, 6, 1, 0]",6,"[0, 1, 4, 5, 6, 7]"
"[2, 1, 2, 12]",4,"[1, 3, 4, 5]"
"[9, 0, 3, 5]",4,"[2, 3, 4, 5]"
"[3, 1, 2, 11]",3,"[4, 5, 8]"
"[6, 0, 8, 3]",3,"[3, 4, 9]"
"[0, 5, 4, 8]",3,"[0, 4, 8]"
"[0, 2, 6, 9]",4,"[3, 5, 6, 9]"
"[2, 7, 1, 7]",3,"[5, 7, 8]"
"[6, 0, 2, 9]",4,"[3, 4, 6, 8]"
"[9, 1, 7, 0]",3,"[0, 3, 8]"
"[7, 1, 5, 4]",3,"[0, 1, 6]"
"[7, 0, 3, 7]",6,"[2, 4, 5, 6, 7, 8]"
"[2, 1, 13, 1]",3,"[4, 5, 6]"
"[9, 3, 4, 1]",3,"[3, 5, 9]"
"[1, 3, 0, 13]",3,"[0, 5, 7]"
"[5, 8, 4, 0]",3,"[0, 3, 5]"
"[0, 4, 1, 12]",3,"[4, 5, 6]"
"[2, 9, 0, 6]",3,"[0, 3, 5]"
"[7, 1, 0, 9]",4,"[2, 3, 5, 7]"
"[0, 8, 9, 0]",5,"[0, 1, 3, 5, 6]"
"[0, 11, 6, 0]",3,"[4, 5, 9]"
"[0, 14, 0, 3]",3,"[1, 7, 9]"
"[0, 3, 8, 6]",3,"[5, 7, 9]"
"[4, 0, 2, 11]",4,"[1, 3, 5, 6]"
"[1, 6, 7, 2]",3,"[3, 4, 5]"
"[8, 0, 2, 6]",5,"[0, 1, 4, 8, 9]"
"[6, 7, 3, 0]",5,"[2, 4, 5, 6, 8]"
"[1, 7, 3, 5]",3,"[0, 4, 7]"
"[0, 5, 3, 8]",4,"[0, 4, 5, 9]"
"[0, 3, 0, 13]",3,"[5, 6, 7]"
"[1, 2, 0, 13]",3,"[0, 4, 8]"
"[4, 0, 5, 7]",3,"[3, 4, 5]"
"[5, 0, 3, 8]",4,"[2, 3, 4, 9]"
"[5, 3, 8, 0]",3,"[1, 5, 9]"
"[0, 6, 7, 3]",5,"[2, 3, 5, 6, 7]"
"[13, 0, 2, 1]",3,"[3, 5, 8]"
"[7, 1, 8, 0]",3,"[0, 1, 5]"
"[0, 2, 0, 14]",4,"[1, 2, 4, 8]"
"[7, 0, 2, 7]",3,"[3, 5, 7]"
"[3, 7, 1, 5]",3,"[2, 3, 6]"
"[0, 14, 0, 2]",4,"[2, 3, 4, 5]"
"[2, 1, 0, 13]",4,"[4, 7, 8, 9]"
"[12, 1, 2, 1]",3,"[0, 2, 5]"
"[8, 0, 6, 2]",4,"[1, 2, 3, 4]"
"[2, 1, 5, 8]",3,"[0, 8, 9]"
"[4, 5, 3, 4]",3,"[0, 1, 4]"
"[14, 0, 2, 0]",3,"[2, 4, 5]"
"[3, 5, 1, 7]",3,"[0, 6, 7]"
"[6, 2, 0, 8]",4,"[1, 2, 5, 7]"
"[0, 6, 2, 8]",4,"[2, 4, 5, 8]"
"[0, 6, 9, 1]",3,"[4, 5, 8]"
"[3, 5, 8, 0]",3,"[0, 1, 5]"
"[1, 0, 14, 1]",3,"[0, 1, 5]"
"[5, 3, 0, 8]",3,"[3, 4, 8]"
"[4, 1, 7, 4]",3,"[0, 1, 9]"
"[0, 3, 5, 8]",3,"[0, 4, 8]"
"[3, 5, 3, 5]",3,"[0, 3, 5]"
"[7, 0, 2, 6]",4,"[3, 5, 6, 8]"
"[13, 1, 0, 1]",4,"[0, 4, 7, 8]"
"[4, 1, 7, 3]",3,"[1, 5, 7]"
"[1, 0, 10, 4]",3,"[2, 4, 5]"
"[0, 2, 0, 13]",3,"[2, 3, 5]"
"[0, 7, 0, 8]",3,"[3, 5, 9]"
"[0, 6, 2, 7]",5,"[0, 2, 4, 5, 8]"
"[4, 0, 2, 9]",4,"[1, 3, 5, 8]"
"[0, 10, 4, 1]",3,"[4, 6, 9]"
"[4, 3, 8, 0]",3,"[0, 5, 9]"
"[0, 14, 1, 0]",4,"[0, 1, 5, 8]"
"[0, 11, 4, 0]",6,"[0, 3, 4, 5, 6, 7]"
"[0, 5, 7, 3]",5,"[0, 3, 4, 5, 6]"
"[7, 0, 6, 2]",3,"[0, 4, 8]"
"[7, 3, 0, 5]",5,"[1, 3, 4, 5, 6]"
"[14, 0, 1, 0]",3,"[1, 4, 9]"
"[4, 0, 8, 3]",3,"[0, 3, 5]"
"[5, 0, 3, 7]",3,"[0, 3, 6]"
"[1, 2, 0, 12]",4,"[2, 3, 4, 5]"
"[4, 1, 3, 7]",3,"[0, 5, 7]"
"[3, 1, 2, 9]",3,"[1, 5, 8]"
"[6, 3, 0, 6]",3,"[5, 6, 7]"
"[1, 3, 8, 3]",5,"[0, 1, 2, 3, 5]"
"[7, 5, 3, 0]",3,"[0, 4, 7]"
"[6, 2, 6, 1]",3,"[0, 5, 9]"
"[0, 7, 3, 5]",3,"[0, 4, 9]"
"[5, 7, 3, 0]",5,"[0, 3, 5, 6, 8]"
"[0, 2, 1, 12]",3,"[3, 5, 8]"
"[7, 1, 7, 0]",6,"[0, 1, 3, 5, 6, 7]"
"[4, 3, 5, 3]",4,"[0, 3, 6, 9]"
"[6, 2, 7, 0]",5,"[1, 2, 3, 5, 8]"
"[4, 8, 3, 0]",3,"[1, 3, 4]"
"[7, 0, 1, 7]",4,"[0, 6, 7, 8]"
"[2, 6, 7, 0]",3,"[3, 5, 8]"
"[1, 6, 2, 6]",3,"[0, 5, 9]"
"[6, 1, 2, 6]",3,"[4, 8, 9]"
"[6, 1, 0, 8]",5,"[1, 3, 4, 8, 9]"
"[6, 3, 4, 2]",3,"[1, 3, 6]"
"[0, 8, 3, 4]",3,"[3, 4, 7]"
"[0, 2, 12, 0]",3,"[3, 4, 7]"
"[4, 5, 0, 5]",4,"[2, 3, 6, 8]"
"[6, 0, 2, 6]",4,"[0, 6, 7, 9]"
"[4, 0, 3, 7]",4,"[0, 2, 5, 6]"
"[4, 7, 3, 0]",4,"[0, 3, 5, 6]"
"[8, 0, 5, 1]",3,"[0, 4, 9]"
"[7, 1, 5, 1]",4,"[0, 2, 3, 5]"
"[9, 1, 0, 4]",4,"[2, 3, 4, 8]"
"[1, 2, 10, 1]",3,"[3, 4, 7]"
"[0, 2, 0, 12]",4,"[1, 2, 4, 5]"
"[2, 10, 0, 2]",3,"[4, 5, 7]"
"[0, 2, 11, 1]",3,"[1, 3, 5]"
"[0, 13, 1, 0]",4,"[4, 6, 7, 9]"
