pattern,support,sequences
"[0, 6, 9, 10]",5,"[3, 4, 5, 8, 9]"
"[9, 12, 4, 0]",4,"[0, 4, 5, 6]"
"[5, 9, 3, 8]",3,"[0, 2, 4]"
"[11, 10, 4, 0]",3,"[4, 5, 9]"
"[0, 2, 12, 11]",3,"[4, 5, 6]"
"[10, 9, 1, 5]",3,"[5, 6, 9]"
"[2, 13, 3, 7]",3,"[0, 4, 6]"
"[6, 2, 7, 10]",3,"[0, 1, 8]"
"[9, 1, 11, 4]",3,"[0, 1, 5]"
"[8, 9, 3, 5]",3,"[0, 2, 4]"
"[7, 0, 8, 10]",3,"[4, 5, 7]"
"[2, 7, 10, 6]",3,"[3, 5, 8]"
"[13, 4, 7, 1]",3,"[4, 6, 8]"
"[5, 4, 10, 6]",3,"[0, 5, 8]"
"[6, 13, 5, 1]",3,"[1, 5, 8]"
"[9, 10, 6, 0]",3,"[0, 3, 8]"
"[6, 2, 8, 9]",3,"[2, 4, 8]"
"[2, 10, 4, 8]",3,"[1, 5, 9]"
"[5, 12, 4, 3]",3,"[0, 3, 5]"
"[1, 7, 10, 6]",4,"[1, 4, 5, 6]"
"[6, 2, 12, 4]",4,"[0, 4, 5, 9]"
"[4, 0, 8, 12]",3,"[4, 6, 8]"
"[3, 7, 10, 4]",3,"[2, 4, 5]"
"[5, 4, 11, 4]",3,"[1, 4, 6]"
"[3, 0, 2, 19]",3,"[2, 4, 7]"
"[19, 2, 0, 3]",4,"[2, 3, 4, 5]"
"[3, 0, 3, 18]",4,"[4, 7, 8, 9]"
"[1, 6, 13, 4]",3,"[3, 4, 8]"
"[12, 4, 5, 3]",3,"[1, 5, 8]"
"[7, 1, 12, 4]",4,"[0, 1, 6, 7]"
"[0, 12, 4, 8]",3,"[3, 5, 9]"
"[8, 9, 3, 4]",3,"[0, 3, 5]"
"[0, 5, 10, 9]",4,"[0, 4, 5, 6]"
"[1, 12, 4, 7]",3,"[3, 4, 5]"
"[10, 6, 1, 7]",3,"[4, 5, 6]"
"[0, 6, 13, 5]",5,"[1, 2, 3, 7, 8]"
"[4, 5, 11, 4]",4,"[1, 4, 6, 9]"
"[7, 10, 6, 1]",3,"[4, 5, 6]"
"[12, 4, 0, 8]",4,"[2, 4, 5, 8]"
"[19, 2, 1, 2]",3,"[3, 4, 9]"
"[10, 6, 2, 6]",5,"[0, 1, 3, 4, 8]"
"[8, 0, 5, 11]",3,"[4, 7, 9]"
"[12, 4, 7, 0]",5,"[2, 3, 6, 7, 8]"
"[7, 10, 6, 0]",3,"[0, 4, 8]"
"[13, 4, 0, 6]",3,"[4, 5, 6]"
"[5, 11, 4, 3]",4,"[5, 6, 7, 8]"
"[0, 6, 7, 10]",3,"[1, 5, 6]"
"[0, 12, 4, 7]",4,"[2, 4, 5, 7]"
"[13, 4, 5, 1]",3,"[0, 3, 4]"
"[3, 8, 12, 0]",3,"[4, 5, 7]"
"[4, 8, 3, 8]",4,"[1, 2, 5, 8]"
"[5, 7, 3, 8]",4,"[1, 3, 4, 9]"
"[0, 5, 8, 10]",4,"[0, 1, 4, 5]"
"[2, 5, 12, 4]",3,"[0, 3, 5]"
"[19, 2, 0, 2]",3,"[1, 2, 4]"
"[2, 7, 10, 4]",3,"[0, 1, 9]"
"[2, 11, 4, 6]",3,"[0, 1, 9]"
"[11, 6, 0, 6]",3,"[0, 5, 8]"
"[1, 0, 3, 19]",3,"[0, 2, 9]"
"[0, 7, 10, 6]",5,"[3, 4, 5, 6, 8]"
"[0, 2, 19, 2]",3,"[1, 2, 4]"
"[3, 0, 6, 14]",3,"[0, 4, 9]"
"[13, 9, 1, 0]",3,"[0, 5, 8]"
"[1, 5, 8, 9]",3,"[1, 5, 8]"
"[6, 2, 6, 9]",3,"[3, 6, 9]"
"[6, 9, 1, 7]",4,"[1, 3, 4, 8]"
"[4, 10, 4, 5]",3,"[0, 3, 5]"
"[5, 2, 12, 4]",3,"[0, 3, 4]"
"[4, 8, 3, 7]",3,"[4, 5, 6]"
"[10, 4, 8, 0]",4,"[4, 5, 6, 9]"
"[12, 4, 1, 5]",3,"[0, 4, 5]"
"[5, 3, 5, 9]",3,"[0, 6, 7]"
"[0, 2, 8, 12]",3,"[4, 5, 8]"
"[4, 1, 0, 17]",3,"[0, 8, 9]"
"[12, 4, 0, 6]",5,"[0, 4, 5, 6, 9]"
"[6, 14, 0, 2]",3,"[2, 4, 5]"
"[14, 0, 8, 0]",3,"[1, 4, 5]"
"[0, 8, 0, 14]",4,"[0, 4, 7, 9]"
"[4, 1, 7, 10]",3,"[1, 5, 7]"
"[11, 4, 1, 6]",3,"[4, 7, 8]"
"[5, 12, 0, 5]",3,"[3, 4, 5]"
"[10, 4, 0, 8]",5,"[1, 3, 4, 5, 8]"
"[8, 0, 5, 9]",4,"[1, 4, 5, 6]"
"[6, 2, 13, 1]",3,"[5, 8, 9]"
"[11, 4, 0, 7]",3,"[4, 6, 8]"
"[6, 7, 4, 5]",3,"[3, 4, 5]"
"[10, 4, 6, 2]",3,"[4, 5, 8]"
"[1, 0, 11, 10]",4,"[0, 1, 4, 9]"
"[7, 1, 0, 14]",4,"[0, 1, 4, 7]"
"[0, 3, 6, 13]",4,"[0, 3, 5, 7]"
"[4, 0, 12, 6]",3,"[5, 6, 8]"
"[4, 2, 11, 4]",4,"[4, 5, 6, 9]"
"[11, 9, 1, 0]",3,"[4, 8, 9]"
"[12, 6, 1, 2]",3,"[2, 5, 9]"
"[6, 13, 0, 2]",3,"[4, 5, 6]"
"[3, 0, 17, 1]",3,"[0, 7, 9]"
"[1, 0, 14, 6]",5,"[1, 5, 6, 7, 8]"
"[0, 7, 10, 4]",3,"[4, 5, 8]"
"[12, 6, 0, 3]",4,"[0, 4, 6, 7]"
"[9, 3, 4, 5]",3,"[0, 4, 5]"
"[2, 12, 6, 1]",3,"[1, 2, 5]"
"[4, 3, 5, 9]",3,"[0, 5, 8]"
"[1, 6, 13, 1]",5,"[0, 4, 5, 6, 8]"
"[2, 10, 9, 0]",3,"[1, 3, 5]"
"[13, 5, 3, 0]",3,"[2, 7, 8]"
"[4, 5, 8, 4]",3,"[0, 3, 6]"
"[8, 12, 0, 1]",3,"[3, 4, 7]"
"[4, 5, 9, 3]",3,"[0, 2, 5]"
"[7, 1, 0, 13]",3,"[4, 5, 7]"
"[8, 0, 5, 8]",4,"[0, 3, 4, 5]"
"[9, 3, 5, 4]",4,"[0, 4, 5, 9]"
"[4, 7, 3, 7]",5,"[0, 1, 2, 6, 9]"
"[9, 0, 2, 10]",3,"[1, 3, 6]"
"[10, 4, 5, 2]",4,"[0, 3, 5, 9]"
"[2, 8, 3, 8]",3,"[2, 4, 7]"
"[10, 9, 0, 2]",4,"[1, 3, 4, 9]"
"[7, 0, 5, 9]",4,"[0, 3, 5, 6]"
"[0, 6, 2, 13]",3,"[5, 8, 9]"
"[2, 6, 9, 3]",3,"[4, 5, 8]"
"[5, 4, 8, 3]",3,"[4, 6, 8]"
"[9, 1, 2, 8]",3,"[0, 4, 5]"
"[10, 4, 1, 5]",3,"[0, 5, 8]"
"[2, 7, 3, 8]",3,"[4, 5, 8]"
"[8, 3, 5, 4]",4,"[2, 4, 6, 7]"
"[11, 6, 1, 2]",3,"[4, 8, 9]"
"[0, 5, 4, 11]",3,"[3, 4, 6]"
"[8, 3, 4, 5]",4,"[2, 3, 4, 5]"
"[13, 3, 0, 4]",3,"[5, 8, 9]"
"[0, 3, 0, 17]",3,"[0, 7, 8]"
"[0, 3, 7, 10]",3,"[0, 2, 5]"
"[4, 0, 5, 11]",3,"[4, 7, 8]"
"[2, 8, 9, 1]",3,"[2, 7, 8]"
"[4, 3, 5, 8]",3,"[0, 3, 5]"
"[4, 11, 4, 1]",3,"[0, 4, 6]"
"[7, 3, 7, 3]",3,"[0, 1, 2]"
"[17, 1, 2, 0]",5,"[0, 2, 5, 8, 9]"
"[0, 6, 14, 0]",4,"[0, 2, 4, 7]"
"[11, 6, 0, 3]",3,"[0, 2, 3]"
"[1, 12, 4, 3]",4,"[1, 3, 5, 7]"
"[12, 0, 6, 2]",4,"[0, 1, 4, 6]"
"[8, 9, 0, 3]",3,"[3, 5, 7]"
"[12, 6, 0, 2]",3,"[0, 5, 6]"
"[3, 5, 4, 8]",3,"[0, 4, 5]"
"[0, 8, 9, 3]",6,"[0, 2, 3, 4, 7, 9]"
"[12, 4, 3, 1]",3,"[0, 1, 5]"
"[0, 3, 17, 0]",3,"[5, 6, 9]"
"[0, 6, 2, 12]",4,"[3, 4, 5, 8]"
"[7, 4, 5, 4]",3,"[2, 4, 9]"
"[6, 7, 1, 6]",3,"[4, 5, 8]"
"[1, 2, 13, 4]",4,"[0, 4, 5, 6]"
"[6, 1, 2, 11]",3,"[0, 4, 8]"
"[13, 4, 0, 3]",3,"[0, 5, 6]"
"[9, 3, 8, 0]",3,"[3, 4, 9]"
"[0, 1, 0, 18]",3,"[3, 5, 9]"
"[4, 0, 11, 4]",4,"[3, 4, 5, 7]"
"[4, 0, 6, 9]",3,"[2, 3, 5]"
"[0, 5, 8, 6]",4,"[0, 1, 5, 6]"
"[3, 5, 8, 3]",4,"[0, 3, 5, 9]"
"[2, 0, 11, 6]",3,"[0, 5, 8]"
"[7, 0, 5, 7]",4,"[0, 2, 3, 5]"
"[0, 6, 1, 12]",3,"[4, 5, 8]"
"[0, 8, 3, 8]",4,"[0, 2, 3, 5]"
"[11, 4, 3, 1]",3,"[4, 5, 8]"
"[4, 7, 0, 8]",3,"[2, 5, 6]"
"[2, 0, 5, 12]",3,"[1, 5, 6]"
"[7, 1, 0, 11]",3,"[0, 4, 6]"
"[3, 0, 5, 11]",5,"[0, 1, 3, 5, 8]"
"[4, 5, 7, 3]",3,"[2, 3, 5]"
"[0, 5, 2, 12]",3,"[1, 4, 5]"
"[10, 6, 1, 2]",4,"[0, 1, 7, 8]"
"[0, 2, 9, 8]",3,"[0, 5, 7]"
"[6, 7, 0, 6]",4,"[0, 6, 7, 8]"
"[8, 0, 8, 3]",4,"[0, 1, 5, 8]"
"[4, 5, 3, 7]",3,"[4, 5, 9]"
"[3, 5, 2, 9]",4,"[0, 3, 5, 9]"
"[4, 3, 0, 12]",3,"[3, 5, 6]"
"[1, 7, 3, 8]",3,"[4, 7, 8]"
"[3, 5, 3, 7]",4,"[0, 2, 5, 7]"
"[9, 0, 5, 4]",3,"[4, 5, 6]"
"[3, 0, 5, 10]",3,"[0, 4, 5]"
"[0, 1, 7, 10]",4,"[4, 5, 7, 8]"
"[1, 0, 7, 10]",4,"[3, 4, 5, 8]"
"[6, 9, 3, 0]",3,"[4, 5, 8]"
"[6, 2, 7, 3]",4,"[0, 2, 4, 5]"
"[1, 2, 6, 9]",3,"[1, 4, 5]"
"[9, 3, 0, 6]",3,"[4, 5, 9]"
"[0, 5, 2, 11]",3,"[0, 5, 9]"
"[17, 0, 1, 0]",3,"[6, 8, 9]"
"[2, 8, 0, 8]",3,"[0, 2, 5]"
"[11, 6, 0, 1]",3,"[0, 1, 8]"
"[3, 5, 4, 6]",3,"[0, 2, 6]"
"[7, 0, 3, 8]",3,"[0, 5, 7]"
"[6, 0, 5, 7]",3,"[0, 5, 9]"
"[0, 12, 6, 0]",3,"[0, 6, 7]"
"[4, 1, 6, 7]",3,"[0, 7, 8]"
"[3, 5, 7, 3]",3,"[3, 6, 8]"
"[3, 8, 3, 4]",3,"[4, 7, 8]"
"[6, 7, 0, 5]",6,"[0, 1, 2, 5, 8, 9]"
"[7, 3, 8, 0]",5,"[2, 3, 4, 6, 7]"
"[4, 0, 5, 9]",4,"[0, 1, 3, 6]"
"[0, 17, 1, 0]",3,"[0, 7, 8]"
"[7, 3, 5, 3]",3,"[4, 7, 9]"
"[2, 10, 4, 2]",4,"[0, 1, 4, 5]"
"[5, 0, 5, 8]",3,"[0, 1, 3]"
"[7, 1, 3, 7]",3,"[4, 5, 9]"
"[10, 6, 0, 2]",3,"[3, 4, 8]"
"[1, 0, 11, 6]",4,"[0, 4, 5, 8]"
"[1, 12, 4, 0]",3,"[3, 4, 5]"
"[10, 6, 1, 0]",5,"[0, 2, 5, 6, 8]"
"[4, 0, 6, 7]",6,"[2, 3, 5, 6, 7, 9]"
"[0, 2, 6, 9]",5,"[3, 4, 6, 8, 9]"
"[4, 5, 8, 0]",5,"[3, 4, 5, 6, 7]"
"[4, 7, 1, 5]",3,"[0, 1, 4]"
"[7, 3, 5, 2]",3,"[3, 4, 5]"
"[9, 0, 6, 2]",3,"[0, 5, 6]"
"[7, 4, 0, 6]",3,"[1, 5, 8]"
"[4, 7, 0, 6]",3,"[5, 6, 8]"
"[9, 3, 4, 1]",3,"[3, 5, 9]"
"[0, 1, 12, 4]",4,"[3, 4, 5, 6]"
"[2, 0, 11, 4]",3,"[0, 1, 4]"
"[6, 2, 9, 0]",3,"[0, 4, 5]"
"[1, 3, 5, 8]",3,"[4, 5, 7]"
"[0, 12, 0, 5]",3,"[0, 3, 4]"
"[5, 3, 4, 5]",3,"[0, 3, 5]"
"[13, 1, 2, 1]",3,"[4, 5, 9]"
"[0, 6, 7, 4]",3,"[4, 5, 6]"
"[0, 8, 9, 0]",4,"[1, 5, 6, 7]"
"[3, 7, 1, 6]",3,"[3, 4, 5]"
"[6, 0, 2, 9]",3,"[3, 6, 8]"
"[0, 5, 0, 12]",3,"[4, 5, 6]"
"[0, 14, 0, 3]",3,"[1, 4, 7]"
"[5, 1, 2, 9]",3,"[0, 3, 7]"
"[4, 5, 3, 5]",3,"[0, 4, 5]"
"[2, 6, 2, 7]",3,"[0, 5, 9]"
"[5, 4, 3, 5]",3,"[0, 1, 4]"
"[8, 3, 0, 6]",3,"[3, 4, 8]"
"[7, 0, 9, 1]",3,"[1, 3, 4]"
"[5, 4, 0, 8]",3,"[0, 4, 8]"
"[4, 8, 0, 5]",4,"[1, 4, 5, 7]"
"[4, 5, 0, 8]",3,"[3, 4, 9]"
"[9, 3, 0, 5]",6,"[0, 3, 4, 5, 7, 9]"
"[2, 1, 0, 14]",3,"[5, 6, 9]"
"[5, 4, 6, 2]",4,"[2, 4, 5, 8]"
"[4, 5, 7, 1]",4,"[0, 4, 5, 7]"
"[3, 1, 2, 11]",3,"[0, 4, 8]"
"[7, 3, 7, 0]",4,"[2, 3, 4, 9]"
"[0, 3, 8, 6]",3,"[0, 6, 9]"
"[1, 0, 13, 3]",3,"[4, 5, 7]"
"[4, 7, 0, 5]",4,"[2, 3, 4, 5]"
"[4, 1, 7, 4]",3,"[0, 1, 9]"
"[8, 0, 1, 7]",4,"[0, 4, 5, 9]"
"[5, 4, 7, 0]",4,"[0, 3, 4, 5]"
"[8, 0, 5, 3]",4,"[0, 2, 4, 5]"
"[4, 1, 0, 11]",3,"[5, 6, 8]"
"[0, 3, 0, 13]",3,"[2, 5, 6]"
"[5, 0, 2, 9]",3,"[3, 5, 6]"
"[7, 0, 5, 4]",4,"[0, 3, 4, 5]"
"[1, 0, 6, 9]",3,"[1, 5, 8]"
"[0, 13, 3, 0]",3,"[2, 4, 7]"
"[6, 2, 8, 0]",3,"[2, 4, 5]"
"[1, 3, 5, 7]",3,"[5, 6, 7]"
"[3, 4, 5, 4]",4,"[0, 2, 4, 5]"
"[3, 1, 0, 12]",3,"[5, 6, 7]"
"[1, 2, 1, 12]",3,"[4, 5, 9]"
"[8, 3, 5, 0]",5,"[0, 3, 4, 5, 8]"
"[8, 6, 2, 0]",3,"[1, 6, 9]"
"[0, 6, 2, 8]",5,"[2, 4, 5, 6, 8]"
"[0, 2, 0, 14]",5,"[0, 1, 2, 4, 8]"
"[0, 5, 7, 4]",3,"[2, 6, 9]"
"[7, 0, 2, 7]",3,"[3, 5, 7]"
"[3, 7, 1, 5]",4,"[0, 2, 3, 5]"
"[7, 1, 6, 2]",4,"[0, 4, 5, 9]"
"[5, 4, 5, 2]",4,"[2, 3, 5, 9]"
"[3, 5, 1, 7]",3,"[0, 5, 8]"
"[4, 1, 7, 3]",3,"[1, 6, 7]"
"[4, 8, 0, 3]",3,"[4, 6, 9]"
"[6, 1, 0, 8]",4,"[1, 2, 4, 9]"
"[3, 5, 4, 3]",5,"[4, 5, 6, 8, 9]"
"[12, 0, 3, 0]",3,"[3, 4, 7]"
"[1, 2, 0, 12]",4,"[2, 3, 5, 7]"
"[7, 0, 6, 2]",4,"[0, 3, 6, 8]"
"[6, 2, 7, 0]",4,"[0, 3, 4, 5]"
"[0, 1, 0, 14]",6,"[0, 1, 4, 5, 7, 9]"
"[3, 1, 2, 9]",3,"[5, 8, 9]"
"[2, 0, 1, 12]",3,"[2, 3, 5]"
"[4, 3, 5, 3]",3,"[0, 6, 9]"
"[3, 5, 3, 4]",3,"[3, 5, 6]"
"[0, 2, 0, 13]",3,"[3, 4, 5]"
"[3, 4, 3, 5]",3,"[0, 5, 8]"
"[2, 0, 6, 7]",4,"[1, 2, 4, 6]"
"[4, 0, 3, 8]",5,"[0, 3, 4, 5, 9]"
"[0, 7, 3, 5]",3,"[0, 8, 9]"
"[7, 0, 1, 7]",3,"[0, 6, 7]"
"[1, 12, 0, 2]",3,"[2, 4, 5]"
"[12, 0, 1, 2]",3,"[2, 4, 6]"
"[3, 4, 1, 7]",3,"[1, 2, 8]"
"[7, 4, 1, 3]",3,"[0, 2, 5]"
"[0, 14, 0, 1]",4,"[1, 5, 7, 8]"
"[8, 0, 5, 2]",3,"[1, 3, 4]"
"[4, 0, 8, 3]",3,"[0, 3, 4]"
"[7, 0, 2, 6]",5,"[0, 3, 4, 5, 6]"
"[1, 5, 4, 5]",4,"[0, 2, 4, 5]"
"[1, 7, 1, 6]",3,"[0, 4, 8]"
"[12, 0, 2, 1]",3,"[1, 2, 4]"
"[0, 8, 3, 4]",4,"[3, 4, 5, 7]"
"[4, 3, 0, 8]",4,"[2, 3, 4, 5]"
"[4, 8, 3, 0]",4,"[1, 3, 4, 6]"
"[0, 11, 4, 0]",5,"[0, 3, 4, 5, 8]"
"[6, 1, 2, 6]",4,"[4, 7, 8, 9]"
"[6, 1, 7, 0]",3,"[0, 4, 5]"
"[0, 1, 0, 13]",3,"[5, 6, 7]"
"[6, 0, 6, 2]",3,"[0, 3, 5]"
"[6, 2, 0, 6]",5,"[0, 2, 4, 6, 9]"
"[4, 8, 0, 2]",4,"[1, 2, 4, 5]"
"[7, 0, 4, 3]",3,"[2, 4, 6]"
"[6, 0, 2, 6]",3,"[0, 3, 4]"
"[8, 0, 5, 1]",3,"[0, 3, 4]"
"[4, 1, 2, 7]",3,"[3, 5, 9]"
"[4, 0, 3, 7]",5,"[0, 1, 3, 5, 6]"
"[1, 2, 0, 11]",3,"[0, 1, 4]"
"[2, 1, 0, 11]",3,"[4, 5, 9]"
"[2, 9, 0, 3]",3,"[3, 4, 9]"
"[4, 2, 6, 2]",5,"[0, 1, 4, 5, 9]"
"[6, 2, 6, 0]",3,"[0, 4, 8]"
"[4, 3, 7, 0]",4,"[0, 3, 5, 8]"
"[4, 1, 0, 9]",3,"[0, 5, 6]"
"[0, 3, 7, 4]",3,"[1, 4, 6]"
"[1, 6, 7, 0]",3,"[0, 3, 5]"
"[4, 6, 2, 1]",3,"[6, 8, 9]"
"[0, 2, 7, 4]",3,"[2, 5, 9]"
"[1, 7, 4, 1]",3,"[0, 4, 9]"
"[4, 5, 4, 0]",5,"[0, 1, 5, 8, 9]"
"[0, 6, 2, 5]",4,"[3, 5, 6, 8]"
"[5, 0, 5, 3]",3,"[4, 5, 8]"
"[2, 8, 0, 3]",4,"[1, 2, 4, 5]"
"[1, 2, 7, 3]",3,"[0, 3, 4]"
"[2, 8, 3, 0]",3,"[2, 4, 5]"
"[5, 0, 6, 2]",4,"[3, 4, 6, 9]"
"[3, 5, 0, 5]",5,"[1, 3, 4, 6, 8]"
"[1, 7, 0, 5]",5,"[1, 3, 4, 5, 8]"
"[5, 1, 0, 7]",3,"[3, 4, 7]"
"[5, 1, 7, 0]",3,"[4, 8, 9]"
"[4, 0, 5, 4]",6,"[0, 1, 3, 4, 5, 6]"
"[0, 1, 3, 8]",3,"[0, 4, 8]"
"[3, 1, 7, 1]",3,"[0, 1, 4]"
"[9, 0, 1, 2]",3,"[0, 5, 9]"
"[4, 3, 5, 0]",3,"[5, 6, 7]"
"[0, 8, 0, 4]",3,"[0, 5, 8]"
"[4, 0, 1, 7]",4,"[1, 4, 5, 8]"
"[3, 4, 0, 5]",3,"[0, 5, 6]"
"[0, 2, 7, 3]",3,"[6, 7, 8]"
"[6, 2, 1, 3]",4,"[0, 1, 2, 7]"
"[1, 7, 0, 4]",3,"[0, 2, 9]"
"[4, 1, 3, 4]",3,"[1, 4, 6]"
"[9, 0, 3, 0]",3,"[3, 7, 9]"
"[1, 2, 0, 9]",3,"[0, 1, 9]"
"[1, 0, 4, 7]",3,"[0, 3, 8]"
"[0, 4, 3, 5]",3,"[0, 3, 4]"
"[1, 3, 8, 0]",4,"[3, 4, 8, 9]"
"[1, 3, 5, 3]",3,"[6, 7, 9]"
"[2, 7, 3, 0]",3,"[3, 6, 7]"
"[2, 1, 5, 4]",3,"[4, 5, 8]"
"[2, 6, 1, 3]",3,"[1, 5, 9]"
"[0, 1, 0, 11]",4,"[0, 4, 8, 9]"
"[0, 8, 3, 1]",4,"[2, 4, 5, 8]"
"[1, 2, 9, 0]",4,"[0, 4, 5, 9]"
"[7, 0, 4, 1]",3,"[0, 2, 9]"
"[7, 0, 5, 0]",3,"[2, 4, 6]"
"[0, 9, 3, 0]",3,"[1, 5, 9]"
"[3, 5, 2, 1]",3,"[3, 5, 9]"
"[0, 3, 6, 2]",5,"[4, 5, 6, 8, 9]"
"[2, 0, 3, 6]",3,"[3, 4, 8]"
"[4, 6, 1, 0]",4,"[1, 4, 5, 6]"
"[1, 2, 8, 0]",3,"[0, 4, 8]"
"[4, 5, 0, 2]",3,"[3, 4, 5]"
"[1, 0, 7, 3]",3,"[3, 4, 7]"
"[1, 5, 4, 1]",3,"[5, 8, 9]"
"[6, 0, 5, 0]",3,"[3, 5, 8]"
"[1, 5, 0, 5]",3,"[0, 6, 7]"
"[5, 3, 1, 2]",3,"[4, 5, 9]"
"[2, 0, 2, 7]",4,"[1, 2, 4, 5]"
"[0, 1, 7, 3]",7,"[0, 1, 4, 5, 7, 8, 9]"
"[2, 7, 0, 2]",3,"[3, 5, 7]"
"[2, 8, 0, 1]",3,"[0, 4, 7]"
"[0, 1, 2, 8]",4,"[0, 2, 4, 8]"
"[0, 1, 0, 9]",3,"[0, 1, 9]"
"[4, 0, 6, 0]",5,"[3, 4, 6, 8, 9]"
"[1, 0, 3, 6]",3,"[0, 6, 9]"
"[5, 0, 5, 0]",5,"[1, 3, 4, 7, 8]"
"[6, 1, 2, 1]",4,"[2, 3, 5, 9]"
"[1, 0, 4, 5]",3,"[4, 6, 8]"
"[0, 3, 5, 2]",3,"[0, 3, 4]"
"[1, 2, 7, 0]",4,"[2, 3, 5, 7]"
"[0, 7, 1, 2]",5,"[0, 4, 5, 7, 9]"
"[2, 1, 2, 5]",3,"[1, 3, 5]"
"[3, 0, 1, 6]",3,"[4, 5, 9]"
"[1, 6, 2, 1]",3,"[0, 4, 9]"
"[2, 5, 3, 0]",3,"[2, 5, 8]"
"[3, 0, 7, 0]",3,"[3, 6, 9]"
"[3, 5, 0, 2]",5,"[0, 4, 5, 6, 9]"
"[3, 1, 0, 6]",3,"[5, 6, 8]"
"[0, 2, 0, 7]",3,"[2, 4, 9]"
"[6, 0, 1, 2]",3,"[1, 4, 8]"
"[1, 3, 4, 1]",4,"[1, 4, 5, 9]"
"[2, 0, 7, 0]",3,"[2, 5, 9]"
"[0, 5, 3, 1]",4,"[2, 5, 6, 9]"
"[0, 1, 5, 3]",4,"[0, 6, 7, 9]"
"[3, 4, 0, 2]",3,"[3, 4, 5]"
"[0, 2, 1, 6]",3,"[2, 3, 4]"
"[3, 0, 6, 0]",4,"[1, 3, 5, 9]"
"[1, 5, 3, 0]",3,"[0, 6, 7]"
"[3, 0, 1, 5]",3,"[0, 4, 6]"
"[5, 0, 1, 3]",3,"[0, 5, 7]"
"[0, 1, 3, 5]",5,"[0, 3, 5, 7, 8]"
"[1, 3, 5, 0]",5,"[0, 2, 3, 6, 9]"
"[4, 2, 0, 2]",3,"[0, 4, 5]"
"[1, 0, 4, 3]",3,"[3, 4, 6]"
"[1, 0, 2, 5]",3,"[3, 5, 7]"
"[4, 3, 1, 0]",3,"[5, 8, 9]"
"[0, 1, 6, 1]",3,"[0, 4, 8]"
"[4, 0, 1, 3]",3,"[0, 5, 6]"
"[2, 1, 5, 0]",3,"[0, 4, 7]"
"[0, 1, 0, 7]",6,"[0, 3, 4, 5, 6, 7]"
"[1, 0, 1, 5]",3,"[7, 8, 9]"
"[0, 5, 2, 0]",4,"[1, 3, 4, 6]"
"[3, 1, 3, 0]",3,"[4, 5, 6]"
"[1, 5, 1, 0]",4,"[0, 4, 6, 7]"
"[3, 1, 2, 0]",3,"[3, 4, 7]"
"[0, 4, 0, 2]",3,"[0, 4, 5]"
"[0, 2, 0, 4]",4,"[1, 4, 5, 7]"
"[0, 3, 1, 2]",5,"[3, 4, 7, 8, 9]"
"[1, 0, 4, 0]",4,"[0, 1, 4, 5]"
"[21, 16, 21, 16, 21]",3,"[1, 4, 9]"
"[21, 16, 21, 16, 20]",5,"[1, 4, 5, 8, 9]"
"[21, 16, 20, 16, 21]",3,"[1, 4, 8]"
"[20, 16, 20, 16, 20]",3,"[1, 4, 7]"
"[16, 21, 16, 21, 16]",4,"[1, 4, 5, 9]"
"[16, 21, 16, 20, 16]",3,"[1, 4, 8]"
"[15, 21, 16, 21, 16]",3,"[1, 4, 9]"
"[16, 20, 16, 21, 16]",3,"[1, 2, 4]"
"[14, 21, 16, 21, 16]",4,"[1, 4, 5, 9]"
"[15, 14, 21, 16, 21]",3,"[1, 4, 9]"
"[16, 21, 16, 20, 14]",3,"[4, 5, 9]"
"[16, 20, 16, 20, 14]",3,"[1, 4, 7]"
"[12, 20, 16, 21, 16]",3,"[4, 5, 9]"
"[15, 18, 15, 21, 16]",4,"[1, 4, 5, 8]"
"[16, 20, 15, 18, 15]",3,"[4, 5, 8]"
"[18, 15, 18, 15, 18]",4,"[1, 2, 7, 9]"
"[18, 15, 14, 21, 16]",4,"[0, 1, 4, 9]"
"[15, 18, 15, 20, 15]",3,"[5, 8, 9]"
"[14, 15, 18, 15, 20]",3,"[5, 8, 9]"
"[19, 14, 15, 18, 15]",4,"[1, 5, 7, 9]"
"[19, 14, 19, 14, 15]",3,"[1, 2, 4]"
"[15, 18, 15, 18, 15]",6,"[1, 2, 5, 7, 8, 9]"
"[14, 15, 18, 15, 18]",7,"[0, 1, 2, 3, 7, 8, 9]"
"[14, 19, 18, 15, 14]",4,"[0, 1, 4, 9]"
"[18, 15, 14, 15, 18]",4,"[1, 2, 4, 7]"
"[14, 19, 14, 19, 14]",3,"[1, 2, 7]"
"[18, 15, 18, 15, 14]",4,"[1, 7, 8, 9]"
"[20, 16, 21, 16, 6]",3,"[2, 4, 5]"
"[16, 15, 18, 15, 14]",3,"[0, 1, 7]"
"[15, 14, 15, 14, 19]",3,"[1, 4, 9]"
"[15, 14, 15, 18, 15]",5,"[2, 5, 7, 8, 9]"
"[15, 18, 15, 14, 15]",4,"[1, 2, 4, 7]"
"[14, 15, 18, 15, 14]",3,"[2, 4, 5]"
"[18, 15, 14, 15, 14]",6,"[0, 1, 4, 5, 7, 9]"
"[14, 15, 14, 15, 18]",4,"[2, 7, 8, 9]"
"[14, 19, 14, 15, 14]",4,"[1, 2, 4, 8]"
"[15, 14, 15, 14, 15]",3,"[0, 1, 7]"
"[14, 15, 14, 15, 14]",5,"[0, 1, 4, 7, 9]"
